entity_id,name,type,country
ent_d8d9506302,MedDevicesLtd 662,consortium,FI
ent_2ec62d0d08,AgriCorp 210,startup,FR
ent_994c7b9435,PharmaCo 875,university,NL
ent_0a958f9fa6,OmicsCore 351,consortium,SE
ent_5a39ab85ae,NanoTech EU 381,company,PT
ent_776989ee4d,GeneWorks 645,lab,DE
ent_f54c26daca,TheraWorks 128,consortium,SE
ent_f1c38d300b,BioPlatform SA 345,consortium,UK
ent_1411b22978,AgriCorp 23,consortium,IT
ent_f28cedd457,TheraWorks 425,company,US
ent_e091be6148,MedDevicesLtd 331,company,US
ent_b875142864,BioPlatform SA 958,startup,UK
ent_423f6a470b,GeneWorks 948,lab,PT
ent_9c81d6452c,TheraWorks 316,company,DE
ent_0bc1e7afea,MicroFab Labs 821,university,SE
ent_46506a1af5,MicroFab Labs 980,startup,NL
ent_6b3b07cdf7,BioPlatform SA 629,lab,IT
ent_7659b7eef4,BatterySolutions 701,consortium,PT
ent_e4ca62381a,AgriCorp 427,company,NL
ent_f60e0d5f9b,GeneWorks 500,consortium,ES
ent_34d68401cb,PharmaCo 491,startup,DE
ent_938f1265d6,AgriCorp 341,company,NL
ent_52825ac06b,OmicsCore 712,lab,PT
ent_53497e319d,PharmaCo 278,consortium,US
ent_90a94f490f,BioPlatform SA 900,company,PT
ent_3ede4de537,BatterySolutions 340,startup,SE
ent_2124b3a4cc,BioPlatform SA 968,company,UK
ent_901acd93e8,MicroFab Labs 192,consortium,PT
ent_6a2086b8d5,MedDevicesLtd 619,company,FI
ent_053888084e,PharmaCo 988,consortium,NL
ent_9b99f6a66e,NanoTech EU 112,lab,UK
ent_8ecb0ff86b,PharmaCo 841,company,DE
ent_156c631df3,AgriCorp 163,consortium,NL
ent_b22b2ae640,GeneWorks 184,lab,FI
ent_80b1ba3c5d,GeneWorks 932,lab,PT
ent_5c6917dda8,NanoTech EU 998,lab,DE
ent_ca60f79dd7,TheraWorks 700,lab,DE
ent_e760b869a8,AgriCorp 150,university,FI
ent_66b619e493,OmicsCore 824,startup,NL
ent_097775f80d,GeneWorks 738,company,SE
ent_1dbfbc7aff,MicroFab Labs 428,consortium,UK
ent_f33063c581,MicroFab Labs 227,lab,UK
ent_313a55396d,BioPlatform SA 2,startup,NL
ent_9ee34b8bdd,MicroFab Labs 310,lab,UK
ent_080d6a23b5,AgriCorp 350,lab,PT
ent_1d07e88644,PharmaCo 977,university,PT
ent_4fd6af4de3,MedDevicesLtd 47,startup,FR
ent_491934e184,AgriCorp 641,company,ES
ent_2e13f1ecca,NanoTech EU 770,startup,PT
ent_7ca8a7443a,BioPlatform SA 238,consortium,UK
ent_3c03581e69,OmicsCore 647,company,IT
ent_a80e0aabe4,BioPlatform SA 911,consortium,US
ent_c5b60d2806,TheraWorks 46,university,SE
ent_825b6c442c,GeneWorks 689,company,NL
ent_41dcb9cf08,AgriCorp 949,consortium,FI
ent_11b0cb782e,GeneWorks 510,company,DE
ent_60af89fb29,BatterySolutions 527,consortium,SE
ent_83bec6897e,MedDevicesLtd 50,consortium,FI
ent_ded239043f,NanoTech EU 624,startup,FR
ent_95d152ae7f,AgriCorp 661,startup,ES
ent_916f45e072,MedDevicesLtd 952,lab,FI
ent_2c74753b94,TheraWorks 134,lab,PT
ent_3faf79a04d,MicroFab Labs 128,consortium,ES
ent_19c356ff04,MicroFab Labs 936,company,DE
ent_60cfb28475,MicroFab Labs 441,consortium,ES
ent_5c326f2ac2,TheraWorks 898,company,US
ent_1642a8d8e6,BatterySolutions 283,lab,US
ent_8857e23932,BatterySolutions 51,lab,FR
ent_56de8e070a,AgriCorp 846,lab,ES
ent_98613ce924,PharmaCo 932,consortium,DE
ent_9ec37ea24a,NanoTech EU 670,company,DE
ent_58e0b555b0,BatterySolutions 955,consortium,US
ent_20b6735b74,OmicsCore 266,lab,FR
ent_1db3f7d055,BatterySolutions 581,startup,US
ent_76fa8797e8,GeneWorks 538,lab,DE
ent_045d8874ac,MicroFab Labs 171,company,ES
ent_4d05ed796e,BioPlatform SA 701,lab,FI
ent_8756a53954,GeneWorks 368,company,SE
ent_01820a506a,NanoTech EU 112,startup,US
ent_5bbe538a72,MicroFab Labs 209,university,NL
ent_522cdb60b7,TheraWorks 657,lab,IT
ent_5e70b9227c,TheraWorks 332,consortium,SE
ent_a0b35755d6,MicroFab Labs 686,company,ES
ent_e081d6e24f,OmicsCore 972,startup,UK
ent_474dd6c31c,TheraWorks 806,lab,DE
ent_1ed4d43b71,MedDevicesLtd 122,company,ES
ent_830c7a60c9,TheraWorks 971,company,ES
ent_b23c998eb5,TheraWorks 803,lab,ES
ent_0202eeb9a9,BatterySolutions 709,company,ES
ent_c1e1683c69,OmicsCore 340,startup,US
ent_53c3088aae,TheraWorks 127,company,PT
ent_fd47108579,MicroFab Labs 377,university,FR
ent_74eba51777,TheraWorks 444,startup,US
ent_532ad9113e,GeneWorks 914,lab,FI
ent_a4ae5efe7c,TheraWorks 511,consortium,DE
ent_e76648af5d,PharmaCo 179,startup,DE
ent_19c678e4e1,BatterySolutions 989,company,NL
ent_27456ec97b,MicroFab Labs 784,university,PT
ent_11531e1ae8,MedDevicesLtd 579,consortium,ES
ent_aba28fbd2f,GeneWorks 620,lab,FR
ent_64b96c9781,AgriCorp 914,consortium,DE
ent_b99ebfd50d,AgriCorp 489,company,SE
ent_6430f2ec73,MedDevicesLtd 606,company,FR
ent_f054f034f1,AgriCorp 461,startup,SE
ent_5b76d43b37,MedDevicesLtd 283,startup,PT
ent_cde601fbb9,OmicsCore 601,consortium,FI
ent_17cf752b0e,OmicsCore 216,company,FI
ent_4a018069dd,BatterySolutions 981,company,US
ent_2f22423c81,BatterySolutions 76,university,ES
ent_da9fde2706,MicroFab Labs 936,startup,ES
ent_de041295ec,BatterySolutions 396,startup,FI
ent_f6741adfa1,BatterySolutions 398,university,US
ent_dda6aceea1,PharmaCo 584,company,DE
ent_6129fe911d,TheraWorks 572,consortium,ES
ent_97a1a70835,AgriCorp 18,university,NL
ent_0a48f7d435,AgriCorp 336,consortium,DE
ent_a91658bc57,MicroFab Labs 125,company,SE
ent_8822193fb6,TheraWorks 246,startup,SE
ent_150d8bb073,NanoTech EU 994,consortium,US
ent_b8f79dfbfd,OmicsCore 950,startup,UK
ent_bf92771c12,OmicsCore 681,startup,US
ent_fb77ecc890,TheraWorks 558,lab,PT
ent_97c632ef2b,BioPlatform SA 943,company,DE
ent_98adb9cd40,MedDevicesLtd 904,startup,US
ent_62aa9c985e,BioPlatform SA 266,lab,IT
ent_719e38b77f,MedDevicesLtd 521,startup,NL
ent_d8de3e2ee3,GeneWorks 573,lab,IT
ent_6c1872e3fd,TheraWorks 905,university,NL
ent_9ca90ba2ba,MicroFab Labs 268,university,FI
ent_1e9e9180ba,PharmaCo 822,startup,DE
ent_f148546897,MicroFab Labs 105,consortium,SE
ent_cdec42d927,GeneWorks 591,company,ES
ent_63222ce31c,OmicsCore 983,university,FR
ent_ddc41db162,GeneWorks 899,lab,DE
ent_13015b7489,BatterySolutions 850,consortium,DE
ent_89669110ef,BatterySolutions 155,lab,NL
ent_1efeebb625,OmicsCore 674,consortium,SE
ent_c71dd5ceb2,BioPlatform SA 430,startup,PT
ent_27ed46abc4,TheraWorks 218,university,UK
ent_a7d30246b4,BatterySolutions 686,startup,SE
ent_62c4258abb,PharmaCo 519,consortium,US
ent_cace4c90e6,NanoTech EU 842,university,UK
ent_4cf00252e9,BatterySolutions 910,company,ES
ent_0ec447b82b,GeneWorks 278,company,IT
ent_9c17ca8bae,OmicsCore 288,company,PT
ent_f95e475e23,OmicsCore 848,university,SE
ent_9474bc8562,NanoTech EU 901,lab,IT
ent_9290b6f331,MedDevicesLtd 683,company,ES
ent_a041b5220c,TheraWorks 921,university,SE
ent_ec1f6c3b0e,TheraWorks 951,startup,SE
ent_0f9506576e,MicroFab Labs 601,consortium,NL
ent_021a58901a,TheraWorks 371,consortium,DE
ent_437f514002,MedDevicesLtd 32,company,ES
ent_f9fd9b2b78,PharmaCo 140,consortium,DE
ent_3e4adb1f37,PharmaCo 974,startup,NL
ent_71775081f4,PharmaCo 757,consortium,ES
ent_95d9f07cf6,GeneWorks 941,lab,NL
ent_3df2f03ce4,TheraWorks 569,lab,FR
ent_2f5e0af35d,MedDevicesLtd 68,consortium,PT
ent_f2dc897dee,TheraWorks 341,startup,UK
ent_31f344db47,AgriCorp 532,startup,DE
ent_66558198c7,TheraWorks 336,consortium,FI
ent_ac7ca9a504,OmicsCore 343,startup,US
ent_ac271c4311,GeneWorks 324,lab,US
ent_0d9cdfca68,PharmaCo 349,university,FI
ent_1de49a3bb0,OmicsCore 960,university,UK
ent_2ea3204030,OmicsCore 586,lab,ES
ent_f56ee31778,MicroFab Labs 82,lab,PT
ent_8fbe9c96c8,MicroFab Labs 203,company,SE
ent_30504d8685,GeneWorks 371,university,DE
ent_b9ee355a4b,GeneWorks 299,startup,NL
ent_12a30a6253,BioPlatform SA 937,startup,US
ent_c09d15210c,MedDevicesLtd 186,startup,SE
ent_b538757c75,BioPlatform SA 826,lab,IT
ent_6651cea5b6,NanoTech EU 626,university,DE
ent_90ef280c55,PharmaCo 317,startup,FR
ent_1636ab7896,MedDevicesLtd 789,company,NL
ent_ecacdf1208,PharmaCo 397,startup,FI
ent_93b2317f77,NanoTech EU 365,lab,ES
ent_a41af0fc97,OmicsCore 857,university,ES
ent_037029e5ab,PharmaCo 572,consortium,SE
ent_677b355b83,NanoTech EU 655,company,NL
ent_e0ef682daf,BioPlatform SA 795,startup,UK
ent_15ebf256e2,OmicsCore 751,university,FR
ent_607427a2c5,NanoTech EU 749,company,NL
ent_4aa582d752,MedDevicesLtd 585,university,SE
ent_22321d203b,GeneWorks 972,lab,FI
ent_42bb2ce2c9,NanoTech EU 464,university,DE
ent_5b2477ffd7,PharmaCo 517,lab,ES
ent_d3c452d510,NanoTech EU 753,consortium,ES
ent_55f5e7fb86,OmicsCore 438,company,DE
ent_9d4df5e348,MicroFab Labs 389,consortium,NL
ent_ac16d1f9f8,GeneWorks 670,lab,FR
ent_56fe7dd199,MedDevicesLtd 383,consortium,IT
ent_b47126b550,NanoTech EU 261,consortium,US
ent_4a2a2f1664,GeneWorks 817,university,PT
ent_c19d44570b,OmicsCore 509,startup,ES
ent_2f87277bbc,MicroFab Labs 163,lab,UK
ent_e518644e2a,BatterySolutions 527,lab,US
ent_cb4bed7c6c,PharmaCo 353,lab,NL
ent_62070ecd97,BatterySolutions 207,lab,DE
ent_4f6d93ca05,PharmaCo 420,company,FI
ent_080d10d0ff,BatterySolutions 261,university,ES
ent_234ddf37f9,BioPlatform SA 658,university,DE
ent_03f92a3824,OmicsCore 703,lab,IT
ent_6712e509fa,TheraWorks 126,consortium,SE
ent_dc14b15761,PharmaCo 807,company,IT
ent_33613b19df,PharmaCo 816,startup,DE
ent_e460817aac,AgriCorp 138,lab,FI
ent_2238a21389,GeneWorks 602,consortium,UK
ent_df4bcaa577,OmicsCore 692,university,FR
ent_a6d1987708,MedDevicesLtd 440,startup,NL
ent_6a1a1e109a,PharmaCo 828,company,US
ent_38285644f1,PharmaCo 407,company,PT
ent_2799f07391,PharmaCo 239,lab,US
ent_7654369538,NanoTech EU 390,company,UK
ent_856be609ad,TheraWorks 626,lab,SE
ent_1e93521abf,PharmaCo 28,university,FR
ent_ff1a3bf018,NanoTech EU 669,consortium,PT
ent_17a259a8f9,AgriCorp 476,company,SE
ent_fd433f964e,AgriCorp 222,company,SE
ent_c1cb1c1b91,TheraWorks 998,consortium,US
ent_13ab48233d,OmicsCore 112,lab,PT
ent_0f8559fbdb,TheraWorks 482,lab,UK
ent_9169056ced,GeneWorks 104,lab,SE
ent_cb0aea1e1d,PharmaCo 278,consortium,US
ent_7a34c9241a,OmicsCore 323,university,FI
ent_84cab402ac,OmicsCore 285,startup,PT
ent_4bb1197768,PharmaCo 209,startup,FR
ent_62a73809e4,OmicsCore 391,startup,NL
ent_71b2e4ec24,MedDevicesLtd 752,company,FI
ent_ec1e0f1eb9,PharmaCo 699,university,ES
ent_6df205dd7e,MedDevicesLtd 960,startup,IT
ent_d06b4fe506,MicroFab Labs 900,startup,NL
ent_e9f460f443,GeneWorks 817,company,PT
ent_4dec9f2675,AgriCorp 542,lab,US
ent_8f456605ac,NanoTech EU 757,startup,DE
ent_fe49cd04a1,MedDevicesLtd 30,startup,US
ent_26b311efce,AgriCorp 116,university,NL
ent_45fb43a783,MicroFab Labs 778,startup,DE
ent_a23c347333,BatterySolutions 762,consortium,NL
ent_ad549a4c09,AgriCorp 625,university,NL
ent_3aad31d7ba,OmicsCore 881,startup,NL
ent_d71a137d8f,OmicsCore 761,consortium,FI
ent_3b027082ee,AgriCorp 210,company,ES
ent_bdb49a9f64,OmicsCore 988,university,FI
ent_259a75efa8,PharmaCo 904,consortium,SE
ent_1e9f719583,MedDevicesLtd 944,consortium,FI
ent_f4126a1a85,BatterySolutions 796,lab,PT
ent_c6a38890b6,BatterySolutions 549,consortium,PT
ent_b28e13d10a,NanoTech EU 415,startup,IT
ent_076a647102,PharmaCo 956,university,US
ent_e643518505,MedDevicesLtd 392,lab,SE
ent_906f845172,MicroFab Labs 213,startup,IT
ent_5fad99dab4,MicroFab Labs 119,startup,SE
ent_f006bce95f,OmicsCore 400,consortium,IT
ent_f099f29bf1,PharmaCo 192,consortium,IT
ent_5fbe91ccb5,GeneWorks 268,startup,ES
ent_39bfec5318,MedDevicesLtd 442,consortium,IT
ent_290b1f5587,PharmaCo 736,lab,UK
ent_2fa61afffa,BioPlatform SA 804,lab,UK
ent_aaec68ed74,BioPlatform SA 457,startup,NL
ent_d50a0984dd,TheraWorks 324,consortium,US
ent_64cb4ccc8f,MicroFab Labs 103,lab,SE
ent_5a0df1fcc0,NanoTech EU 639,company,FI
ent_0f84ab0085,MicroFab Labs 585,university,SE
ent_25281499b3,BatterySolutions 21,consortium,DE
ent_77d9fdf345,TheraWorks 876,company,UK
ent_749cf10c3c,OmicsCore 22,company,PT
ent_629ed1f6d0,BioPlatform SA 938,university,FR
ent_93533a32b7,TheraWorks 47,startup,PT
ent_5669a042b4,BioPlatform SA 752,company,FI
ent_f27b8e6914,PharmaCo 45,company,IT
ent_cf91bcbc7f,PharmaCo 604,startup,ES
ent_8ec1591c0b,AgriCorp 2,university,PT
ent_ec72d773e8,MedDevicesLtd 926,company,ES
ent_274c0ab93d,NanoTech EU 567,consortium,IT
ent_d1cf0662eb,BatterySolutions 112,university,DE
ent_fad34c039e,AgriCorp 253,consortium,PT
ent_a32faddd43,MedDevicesLtd 339,lab,ES
ent_4a2365df12,NanoTech EU 899,university,PT
ent_fb9e048b55,MicroFab Labs 810,university,UK
ent_6e99035603,BioPlatform SA 189,lab,SE
ent_41ccdeb7a9,NanoTech EU 972,consortium,UK
ent_0761e364e0,BioPlatform SA 861,consortium,ES
ent_1468b3bea6,OmicsCore 499,university,IT
ent_0a3cfabcc7,MedDevicesLtd 678,lab,IT
ent_a0167e9381,BatterySolutions 381,company,UK
ent_7f90be27d5,AgriCorp 411,university,PT
ent_5052d3b70a,BatterySolutions 335,company,SE
ent_824c724769,MedDevicesLtd 223,lab,NL
ent_c6bfdf2098,BatterySolutions 162,consortium,ES
ent_465e53d592,GeneWorks 687,startup,DE
ent_4271557505,GeneWorks 264,startup,PT
ent_ff7d948a59,OmicsCore 877,company,PT
ent_23d00a2947,OmicsCore 57,startup,ES
ent_a7d9c0680b,NanoTech EU 84,company,IT
ent_421a9423b3,MicroFab Labs 655,company,IT
ent_bfe8ca8273,PharmaCo 262,consortium,US
ent_1492eda56b,NanoTech EU 617,university,US
ent_891c063ca2,TheraWorks 529,lab,PT
ent_3a9fb70288,TheraWorks 830,university,PT
ent_784b35472d,BioPlatform SA 775,startup,PT
ent_7511c412c0,NanoTech EU 163,consortium,UK
ent_8ec0250497,GeneWorks 821,lab,IT
ent_30dbac0e2d,PharmaCo 902,company,NL
ent_f4c562157e,BioPlatform SA 440,consortium,US
ent_a87d437c33,MicroFab Labs 353,startup,FI
ent_65f79c2116,OmicsCore 219,startup,FR
ent_bb23622a0d,GeneWorks 918,consortium,ES
ent_d39a29f456,PharmaCo 642,university,FI
ent_0ed175679b,PharmaCo 342,consortium,NL
ent_037b0462b8,MicroFab Labs 885,company,ES
ent_83a65dd4e7,BatterySolutions 15,consortium,FI
ent_c0ef950572,BatterySolutions 295,university,IT
ent_a247c87401,MedDevicesLtd 565,startup,NL
ent_86bd564d70,OmicsCore 270,university,DE
ent_4453e66f57,BioPlatform SA 576,consortium,IT
ent_8d56059d47,BatterySolutions 604,startup,DE
ent_669f972f2d,NanoTech EU 992,company,SE
ent_8c4eb0cb24,PharmaCo 65,university,DE
ent_3343311e42,AgriCorp 13,lab,FI
ent_503b471bcd,BatterySolutions 690,company,SE
ent_242b65ceec,MicroFab Labs 160,startup,IT
ent_560bf9cb12,MicroFab Labs 614,startup,IT
ent_5ffe9771d4,MedDevicesLtd 349,lab,FR
ent_8a4b91295d,MicroFab Labs 823,startup,DE
ent_3088bd88cf,BatterySolutions 577,university,NL
ent_34b8f555c7,AgriCorp 113,university,DE
ent_4df3a0b568,AgriCorp 12,company,FR
ent_20a08806c7,BatterySolutions 324,consortium,PT
ent_0aafc1d8d7,BatterySolutions 231,university,FI
ent_ee0806a24c,PharmaCo 13,university,FI
ent_91f1a329ad,MedDevicesLtd 211,consortium,US
ent_3be0164414,TheraWorks 24,university,DE
ent_8bcef9c94c,BatterySolutions 654,consortium,FR
ent_1d0eeb8f84,BioPlatform SA 587,consortium,IT
ent_947a3b507a,GeneWorks 962,university,ES
ent_81f8a62e73,BatterySolutions 82,lab,FI
ent_91826d2801,AgriCorp 465,lab,ES
ent_4da8d801fe,PharmaCo 627,company,FR
ent_eb393088d1,MicroFab Labs 444,university,ES
ent_c6f85f940e,OmicsCore 798,lab,UK
ent_5015c5ddeb,MedDevicesLtd 126,consortium,ES
ent_cca29d2022,BioPlatform SA 234,consortium,NL
ent_8d2957fe2c,BatterySolutions 916,startup,US
ent_6cec2c87f8,MedDevicesLtd 11,lab,NL
ent_e96b59f11f,BatterySolutions 420,company,FR
ent_ad5db352d5,TheraWorks 297,university,NL
ent_97c1f2e0b2,MicroFab Labs 675,university,FI
ent_fc9cdf0720,NanoTech EU 866,consortium,DE
ent_634872aa53,AgriCorp 888,startup,NL
ent_49dc37f990,BioPlatform SA 452,consortium,FI
ent_fc9db3a000,AgriCorp 684,university,NL
ent_425d00b538,NanoTech EU 474,lab,FR
ent_7c9252fe18,BioPlatform SA 730,consortium,SE
ent_2eea736cb0,GeneWorks 174,startup,FI
ent_1ba01ba231,NanoTech EU 932,university,US
ent_3b686dae69,PharmaCo 474,university,FR
ent_e507cc0dbf,OmicsCore 979,university,SE
ent_8cef7bafcd,MicroFab Labs 492,startup,IT
ent_501ffcc83e,AgriCorp 106,consortium,ES
ent_bc419994d7,NanoTech EU 512,university,SE
ent_02063e9af8,GeneWorks 418,startup,IT
ent_4a886c587a,NanoTech EU 686,company,FI
ent_5aa8a7aab7,TheraWorks 415,consortium,US
ent_5f4e177e7e,MedDevicesLtd 349,startup,US
ent_59f7117f68,PharmaCo 208,lab,FI
ent_25a8823f4a,GeneWorks 820,company,FI
ent_a5e870d0ad,PharmaCo 604,company,PT
ent_b14a8732e7,PharmaCo 835,lab,UK
ent_8d0e941bee,PharmaCo 461,startup,IT
ent_132669fe0d,PharmaCo 591,consortium,SE
ent_cf98d031e1,AgriCorp 716,lab,US
ent_a80d075885,AgriCorp 161,lab,IT
ent_e5757550a0,BatterySolutions 107,company,IT
ent_52c2ca30a4,GeneWorks 411,lab,DE
ent_20428a0f17,MicroFab Labs 758,university,UK
ent_9f166f7e64,PharmaCo 767,university,US
ent_619c65c990,PharmaCo 502,lab,FR
ent_937650b697,TheraWorks 523,startup,FR
ent_b34b4a2f0a,TheraWorks 189,consortium,NL
ent_8db77ba44e,AgriCorp 81,consortium,SE
ent_7788c306b4,PharmaCo 67,university,UK
ent_798a6d96d9,MicroFab Labs 486,startup,ES
ent_a9d6699602,NanoTech EU 780,university,PT
ent_530bf32f86,MedDevicesLtd 944,startup,SE
ent_7c8c5c005d,PharmaCo 197,university,ES
ent_7a34415822,NanoTech EU 860,consortium,UK
ent_c57b573981,MedDevicesLtd 332,university,US
ent_518ebf1ed5,MedDevicesLtd 185,university,FI
ent_fc89efbef9,NanoTech EU 205,company,FR
ent_82e2e41caa,OmicsCore 415,company,NL
ent_efcfbb80b8,BioPlatform SA 513,consortium,PT
ent_58f38658ed,MicroFab Labs 691,startup,NL
ent_0f455f7b6a,PharmaCo 966,company,UK
ent_7a7e1c35e2,BatterySolutions 524,startup,UK
ent_abd6b9bce3,BioPlatform SA 599,lab,PT
ent_dbbd047e82,GeneWorks 690,company,US
ent_444396d1a4,BatterySolutions 123,lab,UK
ent_399ba8ef62,NanoTech EU 89,consortium,US
ent_be56085158,NanoTech EU 26,lab,PT
ent_3fd2d0d21e,TheraWorks 71,lab,SE
ent_3d829dfede,TheraWorks 709,university,FI
ent_b29b84509c,TheraWorks 753,consortium,FI
ent_c8ecacb793,TheraWorks 923,consortium,FR
ent_0a61552c01,MicroFab Labs 505,consortium,ES
ent_f0b36dd0bf,GeneWorks 475,lab,IT
ent_cdd9ca8df6,NanoTech EU 323,consortium,SE
ent_2573a0595e,NanoTech EU 107,company,FI
ent_87232c17be,OmicsCore 613,lab,ES
ent_d502465223,MicroFab Labs 731,consortium,FR
ent_8196a92fe2,PharmaCo 40,consortium,DE
ent_ac700e2abe,PharmaCo 231,lab,ES
ent_44cf54d694,GeneWorks 949,company,PT
ent_8aebce3627,TheraWorks 321,university,SE
ent_6bfbd3b9dd,BatterySolutions 830,consortium,SE
ent_629cecb0ed,TheraWorks 953,university,DE
ent_8d3cc96151,GeneWorks 172,consortium,IT
ent_7a1af4cbd8,PharmaCo 886,startup,IT
ent_b058fc163b,TheraWorks 871,startup,NL
ent_189a24e518,MedDevicesLtd 460,company,FI
ent_5b5fdac225,TheraWorks 208,company,DE
ent_3f3dfdc829,MicroFab Labs 624,lab,UK
ent_b3e83a0180,PharmaCo 587,startup,US
ent_b1dace2a2f,OmicsCore 348,university,FR
ent_0cbd7f84f4,BioPlatform SA 856,company,SE
ent_a7cf10ae0b,OmicsCore 129,company,US
ent_7eae9a9178,AgriCorp 942,startup,SE
ent_51020933f0,BioPlatform SA 999,startup,NL
ent_4033fdeb71,GeneWorks 91,company,IT
ent_73e0acefa4,TheraWorks 776,consortium,DE
ent_c7a66ccf41,TheraWorks 761,lab,ES
ent_426a599998,PharmaCo 931,university,UK
ent_46ef41ce82,BatterySolutions 36,startup,NL
ent_8a2e2abc49,NanoTech EU 457,startup,NL
ent_4033db5588,AgriCorp 413,lab,FR
ent_e8ab6bee83,MedDevicesLtd 266,consortium,UK
ent_f92bd7b5b9,AgriCorp 120,startup,IT
ent_d632f90c5d,OmicsCore 62,university,FI
ent_fa7e0452fa,MedDevicesLtd 113,consortium,IT
ent_a4032992e7,MicroFab Labs 129,lab,US
ent_a3acff6a2c,NanoTech EU 671,lab,PT
ent_157ffd5439,TheraWorks 952,lab,DE
ent_e48733ccb3,NanoTech EU 558,consortium,FI
ent_1ac1bdd122,NanoTech EU 897,consortium,NL
ent_e73d253f25,MedDevicesLtd 228,lab,US
ent_ef80d857ce,PharmaCo 788,consortium,SE
ent_387edcd66e,BatterySolutions 859,lab,NL
ent_b46131bc39,NanoTech EU 971,startup,IT
ent_0e12da6784,TheraWorks 448,consortium,DE
ent_644a95d854,GeneWorks 35,university,ES
ent_e7bcb4cb39,PharmaCo 410,startup,SE
ent_0128837e7d,GeneWorks 914,company,FR
ent_cabd240f1e,GeneWorks 512,consortium,FI
ent_64bfa3a5cf,TheraWorks 541,company,ES
ent_bcfdc1cec9,NanoTech EU 92,university,PT
ent_835b569930,PharmaCo 599,lab,UK
ent_94ee44eabe,BioPlatform SA 841,company,UK
ent_73b4159518,TheraWorks 411,consortium,UK
ent_de7b42fac2,BatterySolutions 77,company,SE
ent_fa7737f1d2,NanoTech EU 13,lab,SE
ent_0e78a0c649,PharmaCo 143,university,SE
ent_9f548def40,NanoTech EU 756,lab,FI
ent_ab1aab78a5,MedDevicesLtd 858,consortium,IT
ent_1809ac0030,OmicsCore 365,lab,SE
ent_7632ad754a,BioPlatform SA 757,university,ES
ent_c778d00aaa,BatterySolutions 884,startup,US
ent_43516f5a47,AgriCorp 309,lab,IT
ent_38e5075536,MicroFab Labs 180,company,ES
ent_b9a9da350d,BioPlatform SA 601,consortium,US
ent_d6242b5e6c,TheraWorks 29,consortium,FR
ent_c75d270025,TheraWorks 192,company,FR
ent_b80a4cbae7,NanoTech EU 233,university,UK
ent_958dd54a57,NanoTech EU 162,startup,FI
ent_8c2566aa41,MedDevicesLtd 33,company,SE
ent_ea882587ed,MicroFab Labs 652,startup,UK
ent_55feecc0de,PharmaCo 612,startup,PT
ent_45e3e8ebaf,BatterySolutions 230,consortium,UK
ent_40f8c36569,AgriCorp 246,startup,FR
ent_51fa90102d,BatterySolutions 561,startup,PT
ent_6ff614f461,AgriCorp 503,company,DE
ent_71031dbb81,NanoTech EU 232,university,IT
ent_3148681530,PharmaCo 824,startup,IT
ent_a8a3ead338,GeneWorks 43,consortium,FI
ent_22b16910c5,BioPlatform SA 452,startup,PT
ent_6ca42534cc,GeneWorks 217,consortium,PT
ent_8a456a3df3,MicroFab Labs 938,startup,ES
ent_92eff6b757,NanoTech EU 371,consortium,NL
ent_c6d9332d4c,BatterySolutions 901,consortium,DE
ent_3dcfd15407,OmicsCore 918,company,PT
ent_3fcf9fac13,MedDevicesLtd 441,university,PT
ent_62311919ba,MedDevicesLtd 769,university,US
ent_ca9dea46f9,MicroFab Labs 646,company,PT
ent_54d1a93a67,NanoTech EU 228,lab,UK
ent_3b749a726f,BatterySolutions 396,consortium,US
ent_bc01efd993,OmicsCore 521,lab,FR
ent_2fed8046da,MicroFab Labs 390,university,DE
ent_c2812c77cc,TheraWorks 555,consortium,UK
ent_9e3086a900,PharmaCo 966,consortium,DE
ent_b62240ca46,BioPlatform SA 673,consortium,SE
ent_7a2a9d1234,PharmaCo 838,company,NL
