disclosure_id,title,summary,inventors,date
disc_9e1ce7e407,Invention disclosure — biosensors,Describes novel assay for drug discovery.,"[""Inventor 566"", ""Inventor 333""]",2022-05-19
disc_296b54e2c2,Invention disclosure — gene editing (CRISPR),Describes novel assay for manufacturing.,"[""Inventor 288"", ""Inventor 305""]",2020-06-01
disc_6c5e8e92f7,Invention disclosure — bioreactor control,Describes software pipeline for drug discovery.,"[""Inventor 110"", ""Inventor 475""]",2024-03-01
disc_a1b0555720,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for manufacturing.,"[""Inventor 530"", ""Inventor 11""]",2025-06-12
disc_f70e2edb0d,Invention disclosure — graphene membranes,Describes software pipeline for biofabrication.,"[""Inventor 181""]",2025-11-16
disc_909192d629,Invention disclosure — robotic prosthetics,Describes software pipeline for biofabrication.,"[""Inventor 568""]",2024-07-04
disc_6fa07ca121,Invention disclosure — nanopore sequencing,Describes novel assay for diagnostics.,"[""Inventor 242"", ""Inventor 359"", ""Inventor 219""]",2024-05-13
disc_a7410d74a1,Invention disclosure — solid-state cooling,Describes software pipeline for manufacturing.,"[""Inventor 260"", ""Inventor 202""]",2019-05-13
disc_0fbbe66a15,Invention disclosure — bioreactor control,Describes software pipeline for biofabrication.,"[""Inventor 266"", ""Inventor 564"", ""Inventor 33""]",2023-01-08
disc_c9dd23c2ec,Invention disclosure — bioprinting,Describes software pipeline for biofabrication.,"[""Inventor 271"", ""Inventor 406""]",2020-10-23
disc_d0d10c0eaf,Invention disclosure — CAR-T manufacturing,Describes device prototype for drug discovery.,"[""Inventor 148""]",2021-09-05
disc_e654c50e07,Invention disclosure — protein engineering,Describes software pipeline for diagnostics.,"[""Inventor 247"", ""Inventor 52""]",2020-02-01
disc_c193049abe,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for diagnostics.,"[""Inventor 66""]",2020-11-12
disc_f31c0b1c45,Invention disclosure — battery chemistry,Describes device prototype for drug discovery.,"[""Inventor 583""]",2025-06-04
disc_f40d357d2d,Invention disclosure — mRNA therapeutics,Describes software pipeline for diagnostics.,"[""Inventor 154""]",2019-03-28
disc_c13229e2df,Invention disclosure — graphene membranes,Describes novel assay for drug discovery.,"[""Inventor 155"", ""Inventor 427"", ""Inventor 393""]",2023-07-31
disc_46a61adfde,Invention disclosure — bioprinting,Describes device prototype for diagnostics.,"[""Inventor 333"", ""Inventor 481"", ""Inventor 249""]",2024-07-11
disc_43c61b2177,Invention disclosure — bioreactor control,Describes software pipeline for drug discovery.,"[""Inventor 577"", ""Inventor 51"", ""Inventor 480""]",2019-03-31
disc_177a297a82,Invention disclosure — solid-state cooling,Describes novel assay for diagnostics.,"[""Inventor 535""]",2022-07-16
disc_b765020f4d,Invention disclosure — biosensors,Describes novel assay for diagnostics.,"[""Inventor 177""]",2025-12-15
disc_618fbc5770,Invention disclosure — biosensors,Describes software pipeline for biofabrication.,"[""Inventor 535"", ""Inventor 513"", ""Inventor 237""]",2020-04-05
disc_e234377747,Invention disclosure — solid-state cooling,Describes software pipeline for drug discovery.,"[""Inventor 266""]",2019-12-09
disc_2693b85ca3,Invention disclosure — diagnostic imaging,Describes novel assay for manufacturing.,"[""Inventor 153"", ""Inventor 152""]",2023-10-31
disc_1f644ef5b2,Invention disclosure — gene editing (CRISPR),Describes novel assay for biofabrication.,"[""Inventor 393"", ""Inventor 28"", ""Inventor 490""]",2024-03-25
disc_3b15e3b495,Invention disclosure — nanopore sequencing,Describes software pipeline for drug discovery.,"[""Inventor 217""]",2022-04-23
disc_405ff6e092,Invention disclosure — CAR-T manufacturing,Describes novel assay for diagnostics.,"[""Inventor 364"", ""Inventor 595"", ""Inventor 531""]",2023-02-28
disc_5e4338c307,Invention disclosure — protein engineering,Describes software pipeline for manufacturing.,"[""Inventor 136""]",2019-05-05
disc_636112295e,Invention disclosure — CAR-T manufacturing,Describes software pipeline for drug discovery.,"[""Inventor 210"", ""Inventor 234""]",2025-11-19
disc_116904476b,Invention disclosure — solid-state cooling,Describes novel assay for biofabrication.,"[""Inventor 446"", ""Inventor 579""]",2021-07-28
disc_1583424a23,Invention disclosure — mRNA therapeutics,Describes software pipeline for biofabrication.,"[""Inventor 544"", ""Inventor 136""]",2024-02-07
disc_d6fffe642e,Invention disclosure — protein engineering,Describes software pipeline for manufacturing.,"[""Inventor 81"", ""Inventor 267"", ""Inventor 389""]",2020-02-15
disc_05d7f2f675,Invention disclosure — protein engineering,Describes device prototype for diagnostics.,"[""Inventor 329"", ""Inventor 106"", ""Inventor 353""]",2024-08-08
disc_c9c554729c,Invention disclosure — nanopore sequencing,Describes software pipeline for manufacturing.,"[""Inventor 553""]",2022-01-17
disc_54728b11ca,Invention disclosure — robotic prosthetics,Describes device prototype for biofabrication.,"[""Inventor 29"", ""Inventor 227"", ""Inventor 133""]",2024-05-26
disc_885ca4dbf7,Invention disclosure — bioreactor control,Describes software pipeline for manufacturing.,"[""Inventor 400"", ""Inventor 59"", ""Inventor 47""]",2020-05-15
disc_9e2bdd405d,Invention disclosure — wearable health sensors,Describes software pipeline for biofabrication.,"[""Inventor 182"", ""Inventor 289""]",2023-09-26
disc_74dab392e9,Invention disclosure — bioreactor control,Describes novel assay for biofabrication.,"[""Inventor 411""]",2019-09-02
disc_2fff5e5bf4,Invention disclosure — gene editing (CRISPR),Describes device prototype for drug discovery.,"[""Inventor 48"", ""Inventor 216""]",2020-03-04
disc_77516b62e9,Invention disclosure — bioprinting,Describes software pipeline for drug discovery.,"[""Inventor 19""]",2024-10-28
disc_d2fe435ec4,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for drug discovery.,"[""Inventor 458""]",2020-04-29
disc_37c54e6cdc,Invention disclosure — single-cell multiomics,Describes device prototype for diagnostics.,"[""Inventor 94"", ""Inventor 45"", ""Inventor 203""]",2021-12-28
disc_7b01df4b42,Invention disclosure — battery chemistry,Describes software pipeline for manufacturing.,"[""Inventor 56"", ""Inventor 177""]",2021-08-14
disc_5db22e3689,Invention disclosure — photovoltaic perovskites,Describes device prototype for biofabrication.,"[""Inventor 520"", ""Inventor 577"", ""Inventor 3""]",2022-04-25
disc_fd7e8a6f6d,Invention disclosure — ultrafast Li-ion charging,Describes software pipeline for manufacturing.,"[""Inventor 107"", ""Inventor 155""]",2019-06-06
disc_aaee534686,Invention disclosure — lab-on-a-chip,Describes device prototype for drug discovery.,"[""Inventor 354"", ""Inventor 306""]",2025-05-14
disc_92e8145482,Invention disclosure — wearable health sensors,Describes novel assay for drug discovery.,"[""Inventor 260""]",2021-06-05
disc_a6971cf76c,Invention disclosure — wearable health sensors,Describes device prototype for diagnostics.,"[""Inventor 358""]",2024-09-10
disc_e5cf030af8,Invention disclosure — CAR-T manufacturing,Describes device prototype for diagnostics.,"[""Inventor 201"", ""Inventor 410"", ""Inventor 520""]",2023-06-24
disc_a9b8795f3c,Invention disclosure — wearable health sensors,Describes novel assay for diagnostics.,"[""Inventor 471"", ""Inventor 478"", ""Inventor 68""]",2022-12-28
disc_4fba0353aa,Invention disclosure — robotic prosthetics,Describes device prototype for biofabrication.,"[""Inventor 482"", ""Inventor 503""]",2024-01-18
disc_f28d3f836b,Invention disclosure — solid-state cooling,Describes device prototype for manufacturing.,"[""Inventor 275""]",2022-05-17
disc_360425ba71,Invention disclosure — ultrafast Li-ion charging,Describes device prototype for diagnostics.,"[""Inventor 119"", ""Inventor 96"", ""Inventor 374""]",2021-09-18
disc_290f44e808,Invention disclosure — nanopore sequencing,Describes software pipeline for diagnostics.,"[""Inventor 319"", ""Inventor 214"", ""Inventor 296""]",2021-10-18
disc_abb8eaf57c,Invention disclosure — gene editing (CRISPR),Describes device prototype for manufacturing.,"[""Inventor 202"", ""Inventor 28"", ""Inventor 291""]",2021-07-25
disc_4c1dac900e,Invention disclosure — gene editing (CRISPR),Describes device prototype for manufacturing.,"[""Inventor 296"", ""Inventor 262""]",2019-01-05
disc_b8223f07c3,Invention disclosure — lab-on-a-chip,Describes device prototype for biofabrication.,"[""Inventor 407"", ""Inventor 387""]",2019-09-18
disc_cb66d55bb8,Invention disclosure — robotic prosthetics,Describes novel assay for biofabrication.,"[""Inventor 289""]",2024-09-13
disc_76dcc0bf97,Invention disclosure — photovoltaic perovskites,Describes software pipeline for diagnostics.,"[""Inventor 273"", ""Inventor 571"", ""Inventor 195""]",2022-10-04
disc_17e2fbd2b5,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for biofabrication.,"[""Inventor 21"", ""Inventor 51""]",2020-06-01
disc_a1b1cb930e,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for drug discovery.,"[""Inventor 568"", ""Inventor 410"", ""Inventor 400""]",2023-08-26
disc_f20855179a,Invention disclosure — mRNA therapeutics,Describes software pipeline for drug discovery.,"[""Inventor 260"", ""Inventor 343"", ""Inventor 323""]",2022-01-25
disc_46bba92886,Invention disclosure — diagnostic imaging,Describes novel assay for manufacturing.,"[""Inventor 439"", ""Inventor 597"", ""Inventor 508""]",2022-06-17
disc_02779d77d4,Invention disclosure — graphene membranes,Describes novel assay for biofabrication.,"[""Inventor 47""]",2019-09-20
disc_9ebbb4af39,Invention disclosure — nanopore sequencing,Describes device prototype for manufacturing.,"[""Inventor 156"", ""Inventor 518"", ""Inventor 222""]",2024-05-22
disc_0bd3a54cdd,Invention disclosure — graphene membranes,Describes software pipeline for biofabrication.,"[""Inventor 336""]",2021-01-28
disc_c7cdb9a6e7,Invention disclosure — ultrafast Li-ion charging,Describes device prototype for manufacturing.,"[""Inventor 496"", ""Inventor 114""]",2025-01-14
disc_ccfdd3d7ea,Invention disclosure — photovoltaic perovskites,Describes software pipeline for manufacturing.,"[""Inventor 122""]",2020-01-05
disc_2ffbc9bcc8,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for manufacturing.,"[""Inventor 201"", ""Inventor 298"", ""Inventor 146""]",2019-10-25
disc_b831f70cca,Invention disclosure — single-cell multiomics,Describes device prototype for drug discovery.,"[""Inventor 134""]",2025-08-21
disc_fc60d9924e,Invention disclosure — single-cell multiomics,Describes software pipeline for drug discovery.,"[""Inventor 467""]",2024-01-18
disc_eb1dfea02b,Invention disclosure — single-cell multiomics,Describes device prototype for drug discovery.,"[""Inventor 314"", ""Inventor 572"", ""Inventor 576""]",2021-06-29
disc_5ccf1907f7,Invention disclosure — microfluidics,Describes device prototype for manufacturing.,"[""Inventor 510""]",2022-03-28
disc_8b589ad54e,Invention disclosure — robotic prosthetics,Describes novel assay for biofabrication.,"[""Inventor 287""]",2022-08-13
disc_fa00c0f9b1,Invention disclosure — photovoltaic perovskites,Describes novel assay for drug discovery.,"[""Inventor 38"", ""Inventor 459""]",2022-10-26
disc_5048f214da,Invention disclosure — graphene membranes,Describes software pipeline for drug discovery.,"[""Inventor 482""]",2023-03-30
disc_3d383e85aa,Invention disclosure — mRNA therapeutics,Describes software pipeline for drug discovery.,"[""Inventor 413"", ""Inventor 430"", ""Inventor 33""]",2019-11-22
disc_c3a3feb9a6,Invention disclosure — CAR-T manufacturing,Describes software pipeline for drug discovery.,"[""Inventor 170""]",2019-10-30
disc_7fae19a513,Invention disclosure — photovoltaic perovskites,Describes software pipeline for biofabrication.,"[""Inventor 230"", ""Inventor 532"", ""Inventor 498""]",2024-02-17
disc_d4fb906487,Invention disclosure — battery chemistry,Describes device prototype for biofabrication.,"[""Inventor 440"", ""Inventor 499"", ""Inventor 327""]",2020-11-14
disc_b375431489,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for biofabrication.,"[""Inventor 174"", ""Inventor 278""]",2021-08-20
disc_bb05af42f2,Invention disclosure — single-cell multiomics,Describes device prototype for manufacturing.,"[""Inventor 370"", ""Inventor 268""]",2024-09-29
disc_d2931a8e3c,Invention disclosure — nanopore sequencing,Describes software pipeline for biofabrication.,"[""Inventor 563"", ""Inventor 367""]",2019-06-29
disc_f583eb5f62,Invention disclosure — robotic prosthetics,Describes novel assay for manufacturing.,"[""Inventor 570""]",2021-09-08
disc_481389c207,Invention disclosure — single-cell multiomics,Describes software pipeline for drug discovery.,"[""Inventor 550"", ""Inventor 292"", ""Inventor 309""]",2021-09-12
disc_0a105aaf9d,Invention disclosure — photovoltaic perovskites,Describes novel assay for drug discovery.,"[""Inventor 447"", ""Inventor 425""]",2022-12-13
disc_ca193b0360,Invention disclosure — solid-state cooling,Describes software pipeline for drug discovery.,"[""Inventor 15"", ""Inventor 437""]",2024-06-24
disc_df5a757572,Invention disclosure — lab-on-a-chip,Describes software pipeline for diagnostics.,"[""Inventor 450""]",2023-05-21
disc_a6920a9f54,Invention disclosure — AI-driven medicinal chemistry,Describes software pipeline for drug discovery.,"[""Inventor 5""]",2024-06-14
disc_fa569cca4b,Invention disclosure — lab-on-a-chip,Describes device prototype for diagnostics.,"[""Inventor 39""]",2023-05-09
disc_b94692b6a8,Invention disclosure — protein engineering,Describes novel assay for drug discovery.,"[""Inventor 171""]",2021-12-21
disc_7bf0cf8663,Invention disclosure — single-cell multiomics,Describes software pipeline for manufacturing.,"[""Inventor 413"", ""Inventor 314""]",2020-05-29
disc_741a8441cf,Invention disclosure — lab-on-a-chip,Describes software pipeline for biofabrication.,"[""Inventor 230"", ""Inventor 464"", ""Inventor 94""]",2023-05-27
disc_29552339b4,Invention disclosure — robotic prosthetics,Describes software pipeline for diagnostics.,"[""Inventor 564""]",2024-06-11
disc_2cf73867c9,Invention disclosure — gene editing (CRISPR),Describes software pipeline for diagnostics.,"[""Inventor 506"", ""Inventor 41""]",2019-01-17
disc_bb284bffad,Invention disclosure — wearable health sensors,Describes novel assay for biofabrication.,"[""Inventor 566""]",2019-10-27
disc_f8bd7c340f,Invention disclosure — gene editing (CRISPR),Describes software pipeline for manufacturing.,"[""Inventor 556"", ""Inventor 352""]",2019-09-08
disc_22260f7d4d,Invention disclosure — CAR-T manufacturing,Describes device prototype for diagnostics.,"[""Inventor 119"", ""Inventor 265""]",2021-01-17
disc_96b62984b3,Invention disclosure — CAR-T manufacturing,Describes software pipeline for diagnostics.,"[""Inventor 186""]",2021-05-10
disc_57cc36a286,Invention disclosure — mRNA therapeutics,Describes device prototype for diagnostics.,"[""Inventor 448"", ""Inventor 79"", ""Inventor 179""]",2022-06-20
disc_2cd4a2dde2,Invention disclosure — biosensors,Describes novel assay for biofabrication.,"[""Inventor 234""]",2022-03-31
disc_0de285cf8a,Invention disclosure — lab-on-a-chip,Describes device prototype for manufacturing.,"[""Inventor 21""]",2019-03-26
disc_369eaacf33,Invention disclosure — wearable health sensors,Describes software pipeline for diagnostics.,"[""Inventor 306"", ""Inventor 598"", ""Inventor 384""]",2023-11-19
disc_e93f43045d,Invention disclosure — robotic prosthetics,Describes software pipeline for diagnostics.,"[""Inventor 117"", ""Inventor 420"", ""Inventor 55""]",2021-01-23
disc_8c42d17bb7,Invention disclosure — battery chemistry,Describes software pipeline for manufacturing.,"[""Inventor 347"", ""Inventor 203""]",2021-12-03
disc_51d9f6e4b6,Invention disclosure — wearable health sensors,Describes software pipeline for manufacturing.,"[""Inventor 5""]",2020-12-21
disc_9b7df7f101,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for drug discovery.,"[""Inventor 349""]",2019-04-02
disc_80e77b6baf,Invention disclosure — wearable health sensors,Describes novel assay for drug discovery.,"[""Inventor 161""]",2023-08-12
disc_4a2f9332f5,Invention disclosure — wearable health sensors,Describes device prototype for biofabrication.,"[""Inventor 404"", ""Inventor 427"", ""Inventor 361""]",2021-10-31
disc_edfd658722,Invention disclosure — CAR-T manufacturing,Describes software pipeline for diagnostics.,"[""Inventor 343"", ""Inventor 436""]",2024-07-19
disc_2e321e1f08,Invention disclosure — biosensors,Describes novel assay for diagnostics.,"[""Inventor 560""]",2020-01-25
disc_77c918df96,Invention disclosure — bioprinting,Describes software pipeline for biofabrication.,"[""Inventor 75""]",2022-02-05
disc_bd9c9de0fb,Invention disclosure — ultrafast Li-ion charging,Describes novel assay for diagnostics.,"[""Inventor 507"", ""Inventor 79"", ""Inventor 480""]",2020-02-10
disc_e158d48774,Invention disclosure — CAR-T manufacturing,Describes novel assay for biofabrication.,"[""Inventor 412""]",2021-02-17
disc_0db7a8bb61,Invention disclosure — bioreactor control,Describes novel assay for manufacturing.,"[""Inventor 401"", ""Inventor 333""]",2025-06-25
disc_9f61027da0,Invention disclosure — microfluidics,Describes device prototype for biofabrication.,"[""Inventor 518""]",2020-12-28
disc_72cc48b493,Invention disclosure — photovoltaic perovskites,Describes software pipeline for diagnostics.,"[""Inventor 33""]",2024-11-19
disc_4e4163363f,Invention disclosure — solid-state cooling,Describes device prototype for biofabrication.,"[""Inventor 381"", ""Inventor 29"", ""Inventor 64""]",2022-07-15
disc_f6b8b90792,Invention disclosure — protein engineering,Describes software pipeline for diagnostics.,"[""Inventor 229"", ""Inventor 90"", ""Inventor 462""]",2022-06-04
disc_ddde0d3bdc,Invention disclosure — diagnostic imaging,Describes device prototype for manufacturing.,"[""Inventor 352"", ""Inventor 484""]",2020-03-15
disc_f10cda547f,Invention disclosure — lab-on-a-chip,Describes device prototype for diagnostics.,"[""Inventor 96"", ""Inventor 133"", ""Inventor 466""]",2020-06-16
disc_1e35f71680,Invention disclosure — microfluidics,Describes software pipeline for diagnostics.,"[""Inventor 571"", ""Inventor 491"", ""Inventor 79""]",2019-01-18
disc_e77a313d9f,Invention disclosure — AI-driven medicinal chemistry,Describes device prototype for biofabrication.,"[""Inventor 591"", ""Inventor 110""]",2019-03-16
disc_7ee39fb28c,Invention disclosure — lab-on-a-chip,Describes software pipeline for drug discovery.,"[""Inventor 197"", ""Inventor 120""]",2023-08-05
disc_663d9c951f,Invention disclosure — biosensors,Describes device prototype for biofabrication.,"[""Inventor 182"", ""Inventor 533""]",2022-05-20
disc_3ebeb5c928,Invention disclosure — CAR-T manufacturing,Describes software pipeline for manufacturing.,"[""Inventor 432""]",2024-05-27
disc_bd458fb9e0,Invention disclosure — protein engineering,Describes software pipeline for diagnostics.,"[""Inventor 183""]",2022-08-07
disc_a77ae7b1a6,Invention disclosure — CAR-T manufacturing,Describes novel assay for diagnostics.,"[""Inventor 511"", ""Inventor 206"", ""Inventor 381""]",2020-02-21
disc_8ecbb54a2d,Invention disclosure — photovoltaic perovskites,Describes novel assay for diagnostics.,"[""Inventor 73"", ""Inventor 379"", ""Inventor 301""]",2021-11-21
disc_2f632aa779,Invention disclosure — graphene membranes,Describes software pipeline for manufacturing.,"[""Inventor 252"", ""Inventor 343""]",2021-08-08
disc_3360b9363d,Invention disclosure — protein engineering,Describes novel assay for drug discovery.,"[""Inventor 7""]",2020-02-20
disc_5885b9f3d3,Invention disclosure — mRNA therapeutics,Describes software pipeline for manufacturing.,"[""Inventor 267"", ""Inventor 442""]",2023-08-16
disc_edeaf2b4fa,Invention disclosure — biosensors,Describes software pipeline for diagnostics.,"[""Inventor 25""]",2022-07-29
disc_628323b3e6,Invention disclosure — lab-on-a-chip,Describes device prototype for drug discovery.,"[""Inventor 288"", ""Inventor 119"", ""Inventor 354""]",2025-12-06
disc_1ccd58131c,Invention disclosure — biosensors,Describes novel assay for diagnostics.,"[""Inventor 431"", ""Inventor 333"", ""Inventor 208""]",2024-09-23
disc_5777abdc65,Invention disclosure — wearable health sensors,Describes software pipeline for manufacturing.,"[""Inventor 105"", ""Inventor 31""]",2019-01-14
disc_ed9dbe2ca5,Invention disclosure — graphene membranes,Describes device prototype for drug discovery.,"[""Inventor 257""]",2019-06-30
disc_8aedb9a6b0,Invention disclosure — lab-on-a-chip,Describes software pipeline for diagnostics.,"[""Inventor 351""]",2024-10-02
disc_2a7cb5635a,Invention disclosure — mRNA therapeutics,Describes software pipeline for manufacturing.,"[""Inventor 322""]",2019-05-18
disc_ce326f5184,Invention disclosure — graphene membranes,Describes device prototype for drug discovery.,"[""Inventor 266"", ""Inventor 379"", ""Inventor 489""]",2020-03-08
disc_0917c620d7,Invention disclosure — photovoltaic perovskites,Describes software pipeline for manufacturing.,"[""Inventor 232""]",2023-06-24
disc_a0e166eb57,Invention disclosure — nanopore sequencing,Describes software pipeline for biofabrication.,"[""Inventor 484""]",2021-09-25
disc_f08b112119,Invention disclosure — nanopore sequencing,Describes software pipeline for manufacturing.,"[""Inventor 66""]",2022-10-24
disc_d87214042d,Invention disclosure — gene editing (CRISPR),Describes device prototype for biofabrication.,"[""Inventor 285"", ""Inventor 66""]",2023-01-06
disc_83790432e3,Invention disclosure — lab-on-a-chip,Describes device prototype for diagnostics.,"[""Inventor 31""]",2019-11-21
disc_c4aab5015f,Invention disclosure — solid-state cooling,Describes device prototype for diagnostics.,"[""Inventor 486"", ""Inventor 445""]",2025-11-08
disc_d7415b34ff,Invention disclosure — mRNA therapeutics,Describes novel assay for biofabrication.,"[""Inventor 45"", ""Inventor 565"", ""Inventor 60""]",2023-03-18
disc_6d9033307f,Invention disclosure — microfluidics,Describes software pipeline for drug discovery.,"[""Inventor 19"", ""Inventor 148""]",2020-09-11
disc_e1ef06f1e1,Invention disclosure — protein engineering,Describes novel assay for manufacturing.,"[""Inventor 512""]",2021-12-31
disc_3dd0729e81,Invention disclosure — biosensors,Describes device prototype for drug discovery.,"[""Inventor 431"", ""Inventor 295""]",2024-06-15
disc_5ac56d18be,Invention disclosure — single-cell multiomics,Describes software pipeline for manufacturing.,"[""Inventor 331""]",2025-10-23
disc_8c276a34e0,Invention disclosure — CAR-T manufacturing,Describes device prototype for drug discovery.,"[""Inventor 93""]",2022-05-01
disc_c6f9ff2b79,Invention disclosure — solid-state cooling,Describes software pipeline for drug discovery.,"[""Inventor 511""]",2021-10-31
